Model,Make,Year,URL,Description,Image,Starting_Price,Pct_domestic_content
8-Series,BMW,2022,https://www.caranddriver.com/bmw/8-series,"The BMW 8-series coupe and convertible live up to their luxury billing thanks to classy cabins, terrific powertrains, and well-honed ride-and-handling balance.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-bmw-8-series-105-1572904504.jpg,85995,0.05
8-Series Gran Coupe,BMW,2022,https://www.caranddriver.com/bmw/8-series-gran-coupe,"Having a grand touring coupe at your disposal is a luxury few can justify, but the four-door 2022 BMW 8-series Gran Coupe is practical enough to rationalize.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-bmw-alpina-b8-gran-coupe-101-1616522803.jpg,85995,0.05
i4,BMW,2022,https://www.caranddriver.com/bmw/i4,The BMW i4 is an all-new electric sedan in the vein of the 3-series that's armed and ready to compete against the Tesla Model 3 and other luxury EVs.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-bmw-i4-m50-114-1633973115.jpg,56395,0.136551724
iX,BMW,2022,https://www.caranddriver.com/bmw/ix,"The 2022 iX is BMW's first electric SUV, and it offers up to 600 horsepower and 300 miles of driving range per charge.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-bmw-ix-103-1622570431.jpg,84195,0.136551724
M3,BMW,2022,https://www.caranddriver.com/bmw/m3,"The BMW M3 has killer powertrains, impressive moves, and can be enjoyably driven every day, but minor compromises keep it off of the sports-sedan throne.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-bmw-m3-competition-xdrive-110-1618601677.jpg,70895,0.136551724
M4,BMW,2022,https://www.caranddriver.com/bmw/m4,"The BMW M4 coupe offers the same pedigree and performance as the M3 sedan, but along with two fewer doors, it's also available with a topless body style.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-bmw-m4-competition-xdrive-convertible-101-1621959160.jpg,72795,0.136551724
M5,BMW,2022,https://www.caranddriver.com/bmw/m5,The BMW M5 offers bonkers performance for a four-door sedan while still being luxurious enough to pamper those who shell out for its six-figure price tag.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-bmw-m5-cs-109-1611684117.jpg,105495,0.136551724
M8,BMW,2022,https://www.caranddriver.com/bmw/m8,"After a one-year hiatus, the BMW M8 coupe and convertible return as Competition-only models with 617 horsepower, absurd acceleration, and incredible luxury.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-bmw-m8-competition-208-1595001507.jpg,131995,0.136551724
M8 Gran Coupe,BMW,2022,https://www.caranddriver.com/bmw/m8-gran-coupe,"With a 617-hp twin-turbo V-8 and a curvy four-door body, the BMW M8 Gran Coupe sedan is a supercar for four.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-bmw-m8-competition-gran-coupe-102-1617900094.jpg,131995,0.136551724
X1,BMW,2022,https://www.caranddriver.com/bmw/x1,Under the 2022 BMW X1's somewhat anonymous-looking outer skin lies a playful chassis and a turbo engine that give this small SUV a winning character.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-bmw-x1-euro-spec-106-1559085961.jpg,36395,0.05
X2,BMW,2022,https://www.caranddriver.com/bmw/x2,"The 2022 BMW X2 is a stylish, chopped-roof version of the X1 SUV with a bit more aggression to the driving dynamics.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2019-bmw-x2-m35i-103-1576809430.jpg,37945,0.05
X3,BMW,2022,https://www.caranddriver.com/bmw/x3,"Even though it's an SUV, the 2022 BMW X3 will surprises with its fun-to-drive nature, a hallmark of the brand's sports sedans through the years.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-bmw-x3-109-1623176160.jpg,44695,0.3
X3 M,BMW,2022,https://www.caranddriver.com/bmw/x3-m,"The updated 2022 BMW X3 M is a ridiculously quick, unexpectedly athletic, and wholly entertaining compact luxury crossover with a few compromises.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-bmw-x3-m-competition-115-1623181275.jpg,70895,0.3
X4,BMW,2022,https://www.caranddriver.com/bmw/x4,"Its fastback styling may be très chic, but the 2022 BMW X4's design compromises the practicality of its square-back X3 sibling while costing more money.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-bmw-x4-m40i-110-1623176654.jpg,52795,0.31
X4 M,BMW,2022,https://www.caranddriver.com/bmw/x4-m,"Sharing its go-fast mechanical bits with the white-hot X3 M, the 2022 X4 M rolls with a dramatic coupe-like roofline that adds visual pizzazz.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-bmw-x4-m-competition-114-1623182982.jpg,74395,0.31
X5,BMW,2022,https://www.caranddriver.com/bmw/x5,A luxury SUV is at its best when it effortlessly blends on-road driving satisfaction with modern tech and a posh cabin—and the 2022 BMW X5 does just that.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-bmw-x5-black-vermilion-edition-101-1625852653.jpg,60395,0.36
X5 M,BMW,2022,https://www.caranddriver.com/bmw/x5-m,"Along with serious firepower from a 600-plus-hp twin-turbo V-8, the BMW X5 M is a high-priced, mid-size SUV that's delightfully luxurious and shockingly agile.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-bmw-x5-m-140-1582911136.jpg,106895,0.36
X6,BMW,2022,https://www.caranddriver.com/bmw/x6,"Slice the rear roofline of the BMW X5 SUV to get the coupelike BMW X6, which is just as luxurious with the same terrific powertrains as its squarer sibling.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-bmw-x6-xdrive40i-126-1583153962.jpg,68345,0.3
X6 M,BMW,2022,https://www.caranddriver.com/bmw/x6-m,"The BMW X6 M's fastback roofline makes an interesting impression, but its 600-plus-hp twin-turbo V-8 and track-tuned chassis deliver shocking performance.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-bmw-x6-m-competition-103-1569964622.jpg,110395,0.3
X7,BMW,2022,https://www.caranddriver.com/bmw/x7,"Along with robust and smooth powertrains, the BMW X7 is a supremely luxurious large SUV, but its cargo area and third row aren't overly spacious.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-bmw-alpina-xb7-mmp-1-1629487681.jpg,75895,0.32
XM,BMW,2022,https://www.caranddriver.com/bmw/xm,"BMW is taking the performance of its SUV lineup up a notch with the plug-in hybrid XM crossover, which features a futuristic design and 750 horsepower.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/bmw-xm-concept-02-1638201104.jpg,125000,0.136551724
Z4,BMW,2022,https://www.caranddriver.com/bmw/z4,"There's nothing better than dropping the top on a nice day and finding an entertaining road to enjoy, and the 2022 BMW Z4 is a great choice for such an activity.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-bmw-z4-m40i-105-1568895913.jpg,50895,0.05
M2,BMW,2021,https://www.caranddriver.com/bmw/m2,"The BMW M2 Competition prioritizes driver engagement and performance, which is awesome for track duty but not so much for everyday life.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-bmw-m2-mmp-1-1599687968.jpg,59895,0.136551724
i3,BMW,2021,https://www.caranddriver.com/bmw/i3,"The 2021 BMW i3 is designed to stand out, even among other electric vehicles, but its stingy driving range doesn't come close to matching that of rival EVs.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-bmw-i3-mmp-1-1612977543.jpg,45445,0.05
i8,BMW,2020,https://www.caranddriver.com/bmw/i8,"The 2020 BMW i8 boasts outside-the-box styling and a plug-in powertrain that saves fuel, but it lacks the performance of more exotic sports cars.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-bmwi8-mmp-1-1573836896.jpg,148495,0.136551724
3-series Wagon,BMW,2019,https://www.caranddriver.com/bmw/3-series-wagon,"BMW's only wagon for the states comes in the form of the competent, practical, and stylish 3-series Sports Wagon.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/p90180536-highres-the-new-bmw-3-series-1557855349.jpg,45995,0.075
6-series Gran Coupe,BMW,2019,https://www.caranddriver.com/bmw/6-series-gran-coupe,"With its sweeping roofline and muscular stance, the Gran Coupe disguises a pair of rear doors while retaining the sporty façade of the two-door on which it is based.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2015-bmw-6-series-gran-coupe-mmp-1-1557251015.jpg,82495,0.475
6-series Gran Turismo,BMW,2019,https://www.caranddriver.com/bmw/6-series-gran-turismo,"If you're in the market for a luxury car but want something distinctive, BMW has you covered with the 6-series Gran Turismo.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/4-2018-bmw-640i-gran-turismo-103-1523649101-lipman-1528922175.jpg,71295,0.475
M6 Gran Coupe,BMW,2019,https://www.caranddriver.com/bmw/m6-gran-coupe,"We think the “M” in M6 stands for more; here, BMW's four-door “coupe” comes in a performance version with a sport-tuned chassis and a 560-hp twin-turbo.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2015-bmw-m6-gran-coupe-mmp-1-1557257253.jpg,122195,0.136551724
6-series,BMW,2018,https://www.caranddriver.com/bmw/6-series,"The 6-series is BMW's largest convertible offering, embodying the spirit of elegant, open-top grand touring in a most modern fashion.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2016-bmw-650i-coupe-1545079701.jpg,87695,0.475
M6,BMW,2018,https://www.caranddriver.com/bmw/m6,"Blending a tasteful yet aggressive design with extraordinary performance, the M6 is a sexy beast indeed.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/media/51/2013-bmw-m6-coupe-inline2-photo-514051-s-original.jpg,124595,0.136551724
1-series,BMW,2013,https://www.caranddriver.com/bmw/1-series,The basic 128i is quick and relatively affordable.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2012-bmw-1-series-mmp-1565029829.jpg,32425,0.475
Taycan Cross Turismo,BMW,2022,https://www.caranddriver.com/porsche/taycan-cross-turismo,The Porsche Taycan Cross Turismo inherits the incredible performance attributes of its sedan sibling and morphs them into a more practical station-wagon format.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-porsche-taycan-cross-turismo-56-1633735082.jpg,95050,0.05
B1,Bollinger,2022,https://www.caranddriver.com/bollinger/b1,"The boxy Bollinger B1 SUV looks like a vintage gasoline-burning off-roader of the past, but it boasts a modern all-electric powertrain with 614 horsepower.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/bollinger-b1-201-1607721576.jpg,125000,
B2,Bollinger,2022,https://www.caranddriver.com/bollinger/b2,The all-electric Bollinger B2 looks primitive but puts traditional pickup trucks on notice thanks to its impressive capacities and incredible versatility.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/bollinger-b2-201-1607721643.jpg,125000,
Chiron,Bugatti,2021,https://www.caranddriver.com/bugatti/chiron,"If a mere run-of-the-mill supercar falls short of fulfilling your automotive fantasies, there's the amazing, breathtakingly expensive 2021 Bugatti Chiron.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-bugatti-chiron-pur-sport-104-1614922609.jpg,2990000,0.0
Divo,Bugatti,2020,https://www.caranddriver.com/bugatti/divo,"With 1500 horsepower, a 236-mph top speed, and a claimed 2.4-second time to 62 mph, the Bugatti Divo is the definition of a numbers car.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/14bugatti-divo-99leadgallery-1535035005.jpg,5800000,0.0
Veyron,Bugatti,2014,https://www.caranddriver.com/bugatti/veyron,"Perhaps the greatest supercar ever, the Veyron 16.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/wp-content/uploads/2012/02/2013-Bugatti-Veyron-Grand-Sport-Vitesse-placement-626x382.jpg,1914000,0.0
Enclave,Buick,2022,https://www.caranddriver.com/buick/enclave,Buyers who see a BMW or a Mercedes-Benz as too flashy will find a lower-key—but also lower-grade—version of luxury in the 2022 Buick Enclave SUV.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-buick-enclave-avenir-109-1622657980.jpg,43970,0.49
Encore,Buick,2022,https://www.caranddriver.com/buick/encore,Do not confuse the Encore with the newer and ever-so-slightly larger Encore GX; the standard 2022 Encore serves as the entry point to GM's semi-luxury SUV brand.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-buick-encore-010-1628283636.jpg,25795,0.035
Encore GX,Buick,2022,https://www.caranddriver.com/buick/encore-gx,"Slotting in above the small Encore in the Buick SUV lineup, the 2022 Encore GX offers the brand's semi-luxury attributes in a handsome, compact package.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-buick-encoregx-005-1628778921.jpg,25395,0.035
Envision,Buick,2022,https://www.caranddriver.com/buick/envision,"Although, technically, it shares a segment with heavy hitters from Audi, BMW, and Mercedes-Benz the 2022 Buick Envision occupies an odd space between mainstream and luxury.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-buick-envision-mmp-1-1628109136.jpg,32695,0.05
Regal GS,Buick,2020,https://www.caranddriver.com/buick/regal-gs,"Despite its above-average driving dynamics and potent V-6 engine, the 2020 Buick Regal GS can't recreate the excitement found on the legendary GS models of old.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-buick-regal-gs-mmp-1-1579126115.jpg,39995,0.18666666699999998
Regal Sportback,Buick,2020,https://www.caranddriver.com/buick/regal-sportback,"Despite its comfy cabin and sleek styling, the Regal Sportback lacks the luxuriousness and sportiness its image suggests.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-buick-regal-sportback-mmp-1-1579126585.jpg,26295,0.0
Regal TourX,Buick,2020,https://www.caranddriver.com/buick/regal-tourx,The 2020 Buick Regal TourX is worth consideration if you're looking for a mid-size wagon with a quiet cabin and loads of cargo space.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-buick-regal-tourx-mmp-1-1579126815.jpg,30295,0.1875
LaCrosse,Buick,2019,https://www.caranddriver.com/buick/lacrosse,"Old-school Buick luxury isn't evident in every vehicle bearing the tri-shield badge, but, for better or worse, the 2019 Buick LaCrosse has it in abundance.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2018-buick-lacrosse-fwd-107-1531147783.jpg,30495,0.0
Cascada,Buick,2019,https://www.caranddriver.com/buick/cascada,Buick knows that sometimes it's more fun to drop your top—hence the Cascada.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2016-buick-cascada-premium-1545074413.jpg,33995,0.18666666699999998
Regal,Buick,2017,https://www.caranddriver.com/buick/regal,"With a chassis engineered in Europe, the Regal supplies a credibly athletic sedan to Buick showrooms.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/13q3/535110/2014-buick-regal-turbo-photo-535196-s-986x603.jpg,27990,0.18666666699999998
Verano,Buick,2017,https://www.caranddriver.com/buick/verano,"Take Buick's serene, smooth-riding luxury and distill it into a compact size, and you get the Verano.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/wp-content/uploads/2012/08/2013-Buick-Verano-Turbo-626x382.jpg,21990,0.18666666699999998
Lucerne,Buick,2011,https://www.caranddriver.com/buick/lucerne,The front-drive Lucerne shares its platform with the Cadillac DTS and is a traditional American luxury sedan.,https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/media/107663/2008-buick-lucerne-super-photo-121183-s-986x603.jpg,30495,0.18666666699999998
M-Byte,Byton,2022,https://www.caranddriver.com/byton/m-byte,"Designed in Germany, engineered in Silicon Valley, and manufactured in China, the Byton M-Byte is a global effort set to make a splash in the EV marketplace.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-byton-m-byte-mmp-1-1-1578422067.jpg,45000,
