Model,Make,Year,URL,Description,Pct_domestic_content
EQS SUV,Mercedes-Maybach,2023,https://www.caranddriver.com/mercedes-maybach/eqs-suv,Waiting for an ultra-luxury EV before making the switch from gas to electricity? Get your checkbook ready because the 2023 Mercedes-Maybach EQS SUV is coming.,0.120384615
 S-Class,Mercedes-Maybach,2022,https://www.caranddriver.com/mercedes-maybach/s580-s680,"If the normal S-class is a sedan for the well-to-do, the 2022 Mercedes-Maybach S-class is a sedan for people who are so rich that their chauffeurs are well-to-do.",0
S560/S650,Mercedes-Maybach,2020,https://www.caranddriver.com/mercedes-maybach/s560-s650-2020,"With cavernous and impeccably luxurious interiors, the S560 and S650 provide coddling transportation for the chauffeured set. ",0.01
Cooper,Mini,2022,https://www.caranddriver.com/mini/cooper-hardtop-convertible,"The 2022 Mini Cooper has an iconic style and a long list of appearance options that will please individualists, but it gets pricey when you pile on the extras. ",
Cooper Electric,Mini,2022,https://www.caranddriver.com/mini/cooper-s-e,"The Mini Cooper Electric is a quirky two-door hatchback with a short driving range, a budget-friendly price tag, and engaging driving behavior.",
Cooper Clubman JCW,Mini,2022,https://www.caranddriver.com/mini/cooper-clubman-jcw,"Despite its classification as a station wagon, the 2022 Mini Cooper Clubman JCW feels more at home among hot hatchbacks, both in size and driving demeanor",
Cooper S Clubman,Mini,2022,https://www.caranddriver.com/mini/cooper-clubman-s,"Compared with the brand's smaller hatchback, the cheekily styled 2022 Mini Cooper S Clubman has nearly the same driving prowess and holds more stuff. ",
Cooper Countryman,Mini,2022,https://www.caranddriver.com/mini/cooper-countryman-s,"The Mini Cooper Countryman is the biggest, most practical member of the Mini family, but it lacks the critical fun-to-drive factor.",
Cooper Countryman JCW,Mini,2022,https://www.caranddriver.com/mini/cooper-countryman-jcw,"The JCW, with a 301-hp turbo four-cylinder, is the sportiest and best version of the Mini Cooper Countryman clan. ",
Cooper JCW,Mini,2022,https://www.caranddriver.com/mini/cooper-jcw,"The 2022 Mini Cooper John Cooper Works (JCW) models ooze personality thanks to unique styling, quick-witted handling, a zippy engine, and a well-equipped cabin. ",
Cooper Paceman,Mini,2016,https://www.caranddriver.com/mini/cooper-paceman,"What we have here is a mini-er Mini, smaller and more expensive than its four-door Countryman counterpart.",
Cooper Paceman S / JCW,Mini,2016,https://www.caranddriver.com/mini/cooper-paceman-s-jcw,"Fewer doors equals less practicality: With two doors and a hatch, the Paceman is the downsized version of the Countryman.",
Cooper Coupe,Mini,2015,https://www.caranddriver.com/mini/cooper-coupe,"Styled like a Cooper hatchback wearing a backward baseball cap, the Mini Cooper coupe forgoes the Cooper's back seat and practicality for a short roof and conventional trunk.",
Cooper Coupe S / JCW,Mini,2015,https://www.caranddriver.com/mini/cooper-coupe-s-jcw,"We're not sure if these coupes are worth the extra cost, but they sure look cool.",
Cooper Roadster,Mini,2015,https://www.caranddriver.com/mini/cooper-roadster,"Basically a Cooper convertible with a chopped windshield, a soft top, and a trunk instead of a back seat, the roadster trades practicality for spunky, two-seat style.",
Cooper Roadster S / JCW,Mini,2015,https://www.caranddriver.com/mini/cooper-roadster-s-jcw,"On paper, the two-seat Cooper S roadster looks fantastic.",
Eclipse Cross,Mitsubishi,2022,https://www.caranddriver.com/mitsubishi/eclipse-cross,"The 2022 Mitsubishi Eclipse Cross SUV boasts sporty styling and starts at an attractively low price, but other vehicles in this segment remain more desirable. ",0
Outlander,Mitsubishi,2022,https://www.caranddriver.com/mitsubishi/outlander,"The new three-row Mitsubishi Outlander compact SUV is a massive improvement over its predecessor, thanks to a much nicer interior and more desirable features. ",0
Mirage,Mitsubishi,2021,https://www.caranddriver.com/mitsubishi/mirage,"The 2021 Mitsubishi Mirage was created with the most price-conscious car shoppers in mind, but those buyers get what they paid for.",0
Mirage G4,Mitsubishi,2021,https://www.caranddriver.com/mitsubishi/mirage-g4,"The 2021 Mitsubishi Mirage G4 is the sedan variant of the Mirage hatchback, and it holds the distinction of being one of the cheapest cars on the market.",0
Outlander Sport,Mitsubishi,2021,https://www.caranddriver.com/mitsubishi/outlander-sport,"Apart from a lengthy powertrain warranty and some standard driver assists, the Outlander Sport is wholly unremarkable, unless owning a Mitsubishi is a priority. ",0
i-MiEV,Mitsubishi,2017,https://www.caranddriver.com/mitsubishi/i-miev,"No, it's not a larger-than-life computer mouse; it's the i-MiEV, the least-expensive EV sold.",0
Lancer,Mitsubishi,2017,https://www.caranddriver.com/mitsubishi/lancer,"With an inexpensive interior and less-than-thrilling driving chops, the Lancer leaves much to be desired.",0
Lancer Evolution,Mitsubishi,2015,https://www.caranddriver.com/mitsubishi/lancer-evolution,"Aimed squarely at drivers who value speed and handling above all else, the Evolution feels like the love child of an economy sedan and a Space X rocket.",0
Eclipse,Mitsubishi,2012,https://www.caranddriver.com/mitsubishi/eclipse,Removing the top from the lackluster Eclipse somehow makes it eminently more appealing.,0
Galant,Mitsubishi,2012,https://www.caranddriver.com/mitsubishi/galant,What if the Japanese tried to build a Chevy Impala? We'd guess that it would be a lot like the Galant.,0
Endeavor,Mitsubishi,2011,https://www.caranddriver.com/mitsubishi/endeavor,"A product of Mitsubishi's California design studio, the Endeavor rides on a modified front-drive, unibody platform it shares with the Galant sedan and Eclipse coupe.",0
Raider,Mitsubishi,2009,https://www.caranddriver.com/mitsubishi/raider,"The Raider is actually a Dodge Dakota underneath, but it's got better styling inside and out.",0
Badger,Nikola,2022,https://www.caranddriver.com/nikola/badger,"The Nikola Badger was going to be a battery-electric, fuel-cell truck with a claimed driving range of up to 600 miles and a peak output of 980 lb-ft of torque. ",
Z,Nissan,2023,https://www.caranddriver.com/nissan/z,"With a heritage reaching back to 1969, the Nissan Z is an icon of the sports car world, and the all-new 2023 Z is ready to carry on the legacy.",0.290625
Rogue Sport,Nissan,2023,https://www.caranddriver.com/nissan/rogue-sport,"Filling in the lineup between the Kicks and Rogue, the 2023 Nissan Rogue Sport compact crossover receives a makeover, inside and out. ",0
Altima,Nissan,2022,https://www.caranddriver.com/nissan/altima,"The Nissan Altima is a mid-size sedan that easily shuttles passengers in an attractively styled, comfortably appointed, inoffensive package.",0.5
Ariya,Nissan,2023,https://www.caranddriver.com/nissan/ariya,The 2023 Ariya is an all-new electric SUV for Nissan and will share space with the all-electric Leaf hatchback when it goes on sale in fall 2022.,0.290625
Armada,Nissan,2022,https://www.caranddriver.com/nissan/armada,"The Nissan Armada isn't the newest large SUV, and it's not very fuel efficient or steady on the highway, but it's one of the more elegant and well equipped.",0.05
Frontier,Nissan,2022,https://www.caranddriver.com/nissan/frontier,"The all-new Nissan Frontier features a bold exterior design, a modernized interior, and contemporary tech to better compete with other mid-size pickup trucks. ",0.45
GT-R,Nissan,2022,https://www.caranddriver.com/nissan/gt-r,"The 2022 Nissan GT-R is a supercar with gut-punch acceleration, but its age and a cohort of more modern supercar rivals has caused its shine to fade.",0.12
Leaf,Nissan,2022,https://www.caranddriver.com/nissan/leaf,"While luxury brands such as Audi and Tesla grab headlines with their luxury EVs, the 2022 Nissan Leaf quietly serves the proletariat an affordable electric vehicle. ",0.35
Maxima,Nissan,2022,https://www.caranddriver.com/nissan/maxima,"If the idea of buying a full-size sedan sounds like a bore, consider the 2022 Nissan Maxima, which offers driving enjoyment alongside the benefits of a large car. ",0.5
Murano,Nissan,2022,https://www.caranddriver.com/nissan/murano,Don't be fooled by the 2022 Nissan Murano's bold exterior styling; underneath its aggressively creased sheetmetal lies a comfy cabin and a soft-riding chassis. ,0.55
Pathfinder,Nissan,2022,https://www.caranddriver.com/nissan/pathfinder,"Whether the task is running errands around town or taking the family on a road trip, the redesigned 2022 Nissan Pathfinder is a practical, capable, and great-looking vehicle for getting it done. ",0.290625
Rogue,Nissan,2022,https://www.caranddriver.com/nissan/rogue,"The 2022 Nissan Rogue offers attractive styling, modern interior tech, decent performance, and a practical cabin, but its handling won't excite enthusiast drivers.",0.2
Sentra,Nissan,2022,https://www.caranddriver.com/nissan/sentra,The Nissan Sentra is an undeniably stylish and notably comfortable compact sedan; it's just not as refined or satisfying to drive as the stars of this segment. ,0.15
Titan,Nissan,2022,https://www.caranddriver.com/nissan/titan,"The Nissan Titan has a stout V-8 and smart transmission as well as a hushed cabin with ultra-comfy seats, but it's still overshadowed by American alternatives.",0.5
Titan XD,Nissan,2022,https://www.caranddriver.com/nissan/titan-xd,"The Nissan Titan XD tows and hauls more than the regular Titan, and it rides better than heavy-duty rivals, but it's not as capable or configurable as they are.",0.5
Versa,Nissan,2022,https://www.caranddriver.com/nissan/versa,"The Nissan Versa sedan isn't the most riveting machine, but it's affordable, attractive inside and out, and offers more safety tech than other subcompacts. ",0.01
Kicks,Nissan,2021,https://www.caranddriver.com/nissan/kicks,"The 2021 Nissan Kicks is perfect for folks looking to make the switch from subcompact sedan to subcompact crossover, and as an added bonus it's practical. ",0.15
NV1500 / 2500 / 3500,Nissan,2021,https://www.caranddriver.com/nissan/nv1500-2500-3500,"One of the largest commercial vans on the market, the 2021 Nissan NV is a traditional full-size rear-wheel-drive van designed to meet the needs of businesses.",0.566666667
NV200,Nissan,2021,https://www.caranddriver.com/nissan/nv200,"Not to be confused with the full-size NV, the 2021 Nissan NV200 is a compact cargo van intended for light-duty projects and aimed at budget-conscious buyers. ",0.2
370Z,Nissan,2020,https://www.caranddriver.com/nissan/370z,"The 2020 Nissan 370Z is easy to drive enthusiastically and has great engine response, but this engaging rear-drive, two-seater is showing its age.",0.290625
Sentra NISMO,Nissan,2019,https://www.caranddriver.com/nissan/sentra-nismo,"At Nissan, the word NISMO means add performance, and the Sentra NISMO follows that recipe - just barely.",0.05
Versa Note,Nissan,2019,https://www.caranddriver.com/nissan/versa-note,"The 2019 Nissan Versa Note is among the most affordable vehicles sold in America, even though it's not the most appealing.",0.01
Juke,Nissan,2017,https://www.caranddriver.com/nissan/juke,"The Juke puts the FUN in funky, making it perfect for those who want a spry and speedy little runabout that also stands out in traffic.",0.290625
Juke NISMO / NISMO RS,Nissan,2017,https://www.caranddriver.com/nissan/juke-nismo-nismo-rs,"If you're looking to turn up the insanity on the standard and already-cheeky Juke, there's the NISMO and NISMO RS.",0.01
Cube,Nissan,2014,https://www.caranddriver.com/nissan/cube,"Whimsical styling sets the Cube apart from its boxy competitors, but unfortunately, that's about all it has going for it.",0.290625
5,Polestar,2024,https://www.caranddriver.com/polestar/polestar-5,"With a futuristic design and eco-friendly attributes, the Polestar 5 will challenge luxury electric four-doors from Tesla, Lucid, Porsche, and Mercedes.",0.01
Polestar 2,Polestar,2022,https://www.caranddriver.com/polestar/polestar-2,"The Polestar 2 is an all-electric hatchback with an eclectic design, but its beautiful cabin and intuitive infotainment system are more notable than its looks. ",0.475
Polestar 1,Polestar,2021,https://www.caranddriver.com/polestar/polestar-1,"The Polestar 1 looks exquisite, and limited numbers make it exclusive, but this beautiful 2+2 coupe comes with a lofty price tag and some notable flaws. ",0.475
Porsche 911 GT3,Porsche,2022,https://www.caranddriver.com/porsche/911-gt3-gt3-rs,"The racy GT3 rejoins the Porsche 911 lineup with a unique rear wing, a race-inspired front suspension, and a naturally aspirated flat-six with 502 horses.",0.01
718 Boxster,Porsche,2022,https://www.caranddriver.com/porsche/718-boxster,"The 2022 Porsche 718 Boxster's sport-tuned chassis helps it deliver perfectly balanced driving dynamics, and its engine lineup provides plenty of power.",0
718 Cayman,Porsche,2022,https://www.caranddriver.com/porsche/718-cayman,"It's not the most practical choice, but the 2022 Porsche 718 Cayman captures the same physical and emotional excitement of driving as a supercar does. ",0
911,Porsche,2022,https://www.caranddriver.com/porsche/911,"The Porsche 911 preserves its title as the quintessential sports car with its all-weather performance, sublime powertrains, and transcendent driving character. ",0
Cayenne Coupe,Porsche,2022,https://www.caranddriver.com/porsche/cayenne-coupe,"The Porsche Cayenne coupe is the fastback version of the regular SUV, and while it trades fashion for some functionality it's every bit as exciting to drive. ",0.0025
Macan,Porsche,2022,https://www.caranddriver.com/porsche/macan,"With a refined chassis, strong turbo engines, and a comfy cabin, the 2022 Porsche Macan impresses on the track and at the store. ",0
Panamera,Porsche,2022,https://www.caranddriver.com/porsche/panamera,"It has the look and the performance of a Porsche, but the 2022 Panamera has four doors and a roomy trunk, which help make its case as a daily driver.",0.00037037
Taycan,Porsche,2022,https://www.caranddriver.com/porsche/taycan,"With amazing, repeatable acceleration and a strong connection to Porsche's divine driving DNA, the Taycan sedan sets the EV benchmark for driver satisfaction. ",0
911 Turbo,Porsche,2021,https://www.caranddriver.com/porsche/911-turbo-turbo-s,Few cars have as much heritage and pedigree as the 2021 Porsche 911 Turbo and Turbo S—and now they're even more powerful following a total redesign. ,0
Cayenne,Porsche,2021,https://www.caranddriver.com/porsche/cayenne,"The Cayenne's impressive performance, sharp handling, and vivid feel make it an SUV for drivers who'd rather be piloting a sports sedan. ",0.0025
Cayenne Turbo/Turbo S,Porsche,2021,https://www.caranddriver.com/porsche/cayenne-turbo-turbo-s,"The most powerful versions of the 2021 Porsche Cayenne wear the Turbo badge and are some of the hottest, best-performing SUVs on the market.",0.0025
Macan Turbo,Porsche,2021,https://www.caranddriver.com/porsche/macan-turbo,"With a thrilling twin-turbo V-6 and a clairvoyant chassis, the Porsche Macan Turbo delivers a transcendent driving experience unlike any other crossover. ",0
Panamera Sport Turismo,Porsche,2021,https://www.caranddriver.com/porsche/panamera-sport-turismo,"With powertrains ranging from a 335-hp twin-turbo V-6 to a 689-hp plug-in-hybrid V-8, the Panamera Sport Turismo is for Porschephiles who love station wagons. ",0
Panamera Turbo S,Porsche,2021,https://www.caranddriver.com/porsche/panamera-turbo-turbo-s,"At the top of the 2021 Porsche Panamera food chain are the quick and refined Turbo S models, with their six-figure price tags ensuring exclusivity. ",0.00037037
911 GT2 RS,Porsche,2019,https://www.caranddriver.com/porsche/911-gt2-rs,The 2019 Porsche 911 GT2 RS currently sits atop the performance hierarchy of the storied 911 nameplate.,0.01
918,Porsche,2015,https://www.caranddriver.com/porsche/918,"It took Porsche years to develop a worthy successor to the vaunted Carrera GT supercar, but at last, the 918 is here, and it's a plug-in hybrid!",0.00037037
1500 EV,Ram,2024,https://www.caranddriver.com/ram/1500-ev,"The 2024 Ram 1500 EV is the brand's first all-electric pickup, but it'll be released after the Ford F-150 Lightning and Chevy Silverado EV make their debuts.",0.566666667
1500,Ram,2022,https://www.caranddriver.com/ram/1500,"The 2022 Ram 1500 is fancier than every other half-ton pickup, but it's also a supremely capable and incredibly versatile example of the multitalented breed. ",0.566666667
TRX,Ram,2022,https://www.caranddriver.com/ram/1500-trx,"Hitting 60 mph in 3.7 seconds and begging to be jumped, the 702-hp Ram 1500 TRX is a badass behemoth that makes all other full-size trucks look like kids' toys.",0.1875
ProMaster,Ram,2022,https://www.caranddriver.com/ram/promaster,"The Ram ProMaster isn't the prettiest or most capable full-size van, but it's highly configurable and has myriad active safety tech and infotainment features. ",0.34
Dakota,Ram,2021,https://www.caranddriver.com/ram/dakota,Ram is expected to revive the Dakota nameplate with a forthcoming mid-size pickup that could be closely related to the recently released Jeep Gladiator. ,0.51
Ram HD,Ram,2021,https://www.caranddriver.com/ram/2500-3500,"The Ram 2500 and 3500 heavy duty pickups are capable of towing like semi-trucks, and they offer the most luxurious interiors and smoothest ride in the class. ",0.51
ProMaster City,Ram,2021,https://www.caranddriver.com/ram/promaster-city,"Sometimes a small van is the best choice for hauling cargo and ferrying passengers, and the 2021 ProMaster City is Ram's entry in this segment. ",0.34
2500/3500,Ram,2019,https://www.caranddriver.com/ram/2500-3500-2019,The Ram 2500 and 3500 are brawny and brawnier heavy-duty pickup trucks that are built to handle everything from dirty jobs to family trips.,0.51
R1S,Rivian,2022,https://www.caranddriver.com/rivian/r1s,"The 2022 Rivian R1S is an all-electric SUV, which promises modern styling, a luxurious cabin, plenty of tech, and long range.",
R1T,Rivian,2022,https://www.caranddriver.com/rivian/r1t,"The 2022 Rivian R1T is the first electric pickup to hit the market, and it does so with a splashy design and impressive driving range. ",
Rolls-Royce Spectre,Rolls-Royce,2024,https://www.caranddriver.com/rolls-royce/spectre,"Rolls-Royce is preparing to roll into the EV market with the upcoming 2021 Spectre coupe, which is expected to offer colossal power and an ultra-luxe cabin. ",0
Ghost,Rolls-Royce,2022,https://www.caranddriver.com/rolls-royce/ghost,"Rolls-Royce is widely recognized as a coachbuilder of ultra-luxurious rides for ultra-wealthy folks, and the 2022 Ghost sedan only bolsters that reputation. ",0.05
Phantom,Rolls-Royce,2022,https://www.caranddriver.com/rolls-royce/phantom,"If the Mercedes-Benz S-class is the automotive equivalent of a first-class flight, the 2022 Rolls-Royce Phantom is a private jet with a chef and a massage therapist. ",0.05
Cullinan,Rolls-Royce,2021,https://www.caranddriver.com/rolls-royce/cullinan,The Rolls-Royce Cullinan is a superluxury SUV that looks every bit as rich as the select few who can afford it. ,0.05
Dawn,Rolls-Royce,2021,https://www.caranddriver.com/rolls-royce/dawn,"Like the rest of the lineup, the 2021 Rolls-Royce Dawn provides an opulent cabin—but with an alfresco twist that makes it perfect for wealthy sun worshippers. ",0.05
Wraith,Rolls-Royce,2021,https://www.caranddriver.com/rolls-royce/wraith,"The 2021 Rolls-Royce Wraith coupe exudes all the gravitas and refinement you'd expect from the British automaker, and it does so at a price that ensures exclusivity.",0.05
BRZ,Subaru,2022,https://www.caranddriver.com/subaru/brz,The next generation of Subaru's rear-wheel-drive BRZ sports car remains as driver-focused as ever while adding a bit more power. ,0.266666667
Solterra,Subaru,2023,https://www.caranddriver.com/subaru/solterra,"The Subaru Solterra is an all-electric, all-wheel-drive compact crossover that was co-developed with Toyota and shares its platform with the forthcoming bZ4X. ",0.38
Ascent,Subaru,2022,https://www.caranddriver.com/subaru/ascent,"The Subaru Ascent comes standard with all-wheel drive and myriad driver assists, but it's undermined by an uncouth powertrain and an unremarkable third row.",0.5
Forester,Subaru,2022,https://www.caranddriver.com/subaru/forester,"Subaru's standard all-wheel drive and outdoorsy image apply perfectly to the 2022 Forester, which offers a taller seating position than the similarly sized Outback wagon.",0.475
Impreza,Subaru,2022,https://www.caranddriver.com/subaru/impreza,"Besides coming in both sedan and hatch body styles and having standard all-wheel-drive, the Subaru Impreza needs to up its game to sell.",0.45
Legacy,Subaru,2022,https://www.caranddriver.com/subaru/legacy,"If Subaru's lifted and ruggedized Outback station wagon doesn't appeal to you, the brand's mechanically similar 2022 Legacy family sedan might do the trick.",0.5
Outback,Subaru,2022,https://www.caranddriver.com/subaru/outback,"The 2022 Outback station wagon is based on an SUV-influenced formula that Subaru has made so successful, several automakers are now imitating it. ",0.5
WRX,Subaru,2022,https://www.caranddriver.com/subaru/wrx,"The next Subaru WRX looks to revitalize the image of this rally-inspired sport compact with more power, enhanced driving dynamics, and bolder styling. ",0.1875
Crosstrek,Subaru,2021,https://www.caranddriver.com/subaru/crosstrek,"With standard all-wheel drive, a comprehensive features list, and a conservative but practical cabin, the 2021 Crosstrek is a perfect example of what makes a Subaru a Subaru. ",0
WRX STI,Subaru,2021,https://www.caranddriver.com/subaru/wrx-sti,"The Subaru WRX STI is about the closest thing to a road-legal rally car, which is exciting for die-hard rally enthusiasts and exhausting for everyone else. ",0.1875
Tribeca,Subaru,2014,https://www.caranddriver.com/subaru/tribeca,"The Subaru Tribeca offers a surprising amount of practicality, even if it's not especially fun to drive.",0.266666667
Cybertruck,Tesla,2023,https://www.caranddriver.com/tesla/cybertruck,"The Tesla Cybertruck looks like it was dropped off by an alien race, but it has the capabilities to challenge all of the top-selling pickup trucks.",0.616666667
Model S,Tesla,2022,https://www.caranddriver.com/tesla/model-s,"Tesla's Model S was the first mass-market car to prove that EVs could be exciting to drive, eco-friendly, viable as daily transportation, and useable for long trips.",0.616666667
Model 3,Tesla,2021,https://www.caranddriver.com/tesla/model-3,"Tesla has singlehandedly changed the electric-car landscape, and the 2021 Model 3 is the least expensive way to get one of these tech wonders in your driveway. ",0.616666667
Model X,Tesla,2021,https://www.caranddriver.com/tesla/model-x,"As the SUV cousin of the Model S sedan, the 2021 Tesla Model X might be the greenest—and one of the fastest—ways to tote up to seven people or lots of cargo. ",0.616666667
Model Y,Tesla,2021,https://www.caranddriver.com/tesla/model-y,"The latest from Tesla is the all-electric Model Y compact SUV, which shares its platform and most of its cabin with the Model 3 sedan but has more cargo space.",0.616666667
Roadster,Tesla,2023,https://www.caranddriver.com/tesla/roadster,"Touted to make its return to the lineup in 2023, the new Tesla Roadster picks up where the old model left off. ",0.616666667
GR 86,Toyota,2022,https://www.caranddriver.com/toyota/gr-86,"With a stick shift, rear-wheel drive, and a sharply tuned suspension, the 2022 Toyota 86 is set to carry the torch as the brand's affordable sports car. ",0.282608696
Tacoma,Toyota,2023,https://www.caranddriver.com/toyota/tacoma,The next-generation Toyota Tacoma pickup is expected to resemble the newly redesigned Tundra and add a turbo-four engine and coil-spring rear suspension. ,0.55
4Runner,Toyota,2022,https://www.caranddriver.com/toyota/4runner,"The Toyota 4Runner is an true off-road SUV with a roomy cabin and standard driver assists, but it's also very outdated and unrefined. ",0
Avalon,Toyota,2022,https://www.caranddriver.com/toyota/avalon,"As you'd expect from a full-size sedan, the Toyota Avalon provides a palatial back seat and a generously sized trunk, but it also has a few surprises in store.",0.5
bZ4X,Toyota,2023,https://www.caranddriver.com/toyota/bz4x,"Toyota returns to the EV game with the 2022 bZ4X SUV, which will offer futuristic looks along with its all-electric powertrain. ",0.05
Camry,Toyota,2022,https://www.caranddriver.com/toyota/camry,"The Toyota Camry has standard driver assists galore and multiple fuel-friendly powertrains, plus a reputation for reliability that makes it a compelling family sedan. ",0.5
Corolla Cross,Toyota,2022,https://www.caranddriver.com/toyota/corolla-cross,"Although it borrows its name from the venerable Corolla compact car, the 2022 Toyota Corolla Cross is poised to take on a plethora of small-SUV rivals.",0
GR Corolla,Toyota,2022,https://www.caranddriver.com/toyota/gr-corolla,"Toyota's been working hard to shed its reputation for building boring cars, and the fiery 2022 GR Corolla hot hatchback should help.",0.15
Highlander,Toyota,2022,https://www.caranddriver.com/toyota/highlander,"Three-row SUVs are the modern-day equivalent of the old-school family station wagon, and the 2022 Toyota Highlander dutifully gets the job done. ",0.5
Prius,Toyota,2022,https://www.caranddriver.com/toyota/prius,"Despite boasting strong fuel-economy figures and available all-wheel drive, the Toyota Prius hatchback has fallen behind the competition.",0
RAV4,Toyota,2022,https://www.caranddriver.com/toyota/rav4,"From spartan to swanky to outdoorsy, the 2022 Toyota RAV4 offers something for almost everyone—and its compact SUV body style offers plenty of flexibility. ",0.6
RAV4 Hybrid,Toyota,2022,https://www.caranddriver.com/toyota/rav4-hybrid,"Toyota has applied the lessons learned from its Prius hybrid to the 2022 RAV4 Hybrid and RAV4 Prime PHEV, which compete in the hugely popular compact SUV class. ",0.6
Sienna,Toyota,2022,https://www.caranddriver.com/toyota/sienna,"The 2022 Toyota Sienna's hunky styling was inspired by SUVs styling and it has a host of desirable features, but its hybrid powertrain makes it slower than other vans. ",0.45
Sequoia,Toyota,2022,https://www.caranddriver.com/toyota/sequoia,"The Toyota Sequoia has a big third row and copious standard driver-assistance tech, but it is otherwise outdated and lacks the refinement of modern rivals. ",0.55
Supra,Toyota,2022,https://www.caranddriver.com/toyota/supra,"Pay no mind to the fact that the 2022 Toyota Supra shares much of its chassis and powertrains with the BMW Z4, as it offers its own distinct personality.",0.05
Tundra,Toyota,2022,https://www.caranddriver.com/toyota/tundra,"The next generation of the Toyota Tundra finally arrives with a bolder design, a modernized interior, and a twin-turbo V-6 with a more powerful hybrid option.",0.65
C-HR,Toyota,2021,https://www.caranddriver.com/toyota/c-hr,"Its wild styling, coupe-like body, and bright exterior-color choices will earn the 2021 C-HR plenty of admiring looks, but from behind the wheel it's a bore.",0
Corolla,Toyota,2021,https://www.caranddriver.com/toyota/corolla,"The Toyota Corolla sedan and hatchback aren't the most exciting compacts, but they're attractively designed and equipped with a host of desirable features. ",0.15
Land Cruiser,Toyota,2021,https://www.caranddriver.com/toyota/land-cruiser,"With an American-size V-8 and copious standard features, the Toyota Land Cruiser flaunts faux luxury and an inflated price but remains a legit off-road SUV. ",0.05
Mirai,Toyota,2021,https://www.caranddriver.com/toyota/mirai,"Toyota's redesigned 2021 Mirai takes hydrogen-powered motoring to new luxury-like heights, but it's only available in California.",0
Prius Prime,Toyota,2021,https://www.caranddriver.com/toyota/prius-prime,"The Toyota Prius Prime is a plug-in hybrid that's dressed up as a spaceship, but unfortunately the electrified hatchback is more theatrical than special. ",0
Venza,Toyota,2021,https://www.caranddriver.com/toyota/venza,Toyota has revived the Venza nameplate for 2021 on a mid-size two-row SUV that offers a hybrid powertrain and a classy cabin.,0
86,Toyota,2020,https://www.caranddriver.com/toyota/86-2020,"With an adroit chassis and impressive cargo space, the 2020 Toyota 86 is an athletic and versatile rear-drive sports car the everyone can afford. ",0.282608696
Yaris,Toyota,2020,https://www.caranddriver.com/toyota/yaris,"It's missing key driver-assistance features, but the Yaris shines thanks to keen handling and superb gas mileage.   ",0.05
Prius C,Toyota,2019,https://www.caranddriver.com/toyota/prius-c,"The 2019 Toyota Prius C is an ultra-affordable hybrid car that is not, as its name would suggest, based on the Toyota Prius but on the smaller Yaris.",0
Prius V,Toyota,2019,https://www.caranddriver.com/toyota/prius-v,"Blending the usefulness of a station wagon and the efficiency of a hybrid, the Prius V might be the ultimate utility vehicle.",0
Corolla iM,Toyota,2018,https://www.caranddriver.com/toyota/corolla-im-2018,"The Toyota Corolla iM hatchback is better to drive than the Corolla sedan, but it suffers from an equally anemic engine and its back seat is puny by comparison.",0.15
Yaris iA,Toyota,2018,https://www.caranddriver.com/toyota/yaris-ia,Don't let the badge fool you: Toyota's Yaris iA is actually a Mazda 2 in disguise and handles the corners with aplomb.,0.05
Matrix,Toyota,2013,https://www.caranddriver.com/toyota/matrix,"The second-generation Matrix is larger and more stylish than its predecessor, and all-wheel drive remains an option.",0.282608696
Camry Solara,Toyota,2008,https://www.caranddriver.com/toyota/camry-solara,The Solara coupe is supposedly the sporty version of the Camry but has always ended up as merely a slightly more stylish variant.,0.5
ID.Buzz Microbus,Volkswagen,2024,https://www.caranddriver.com/volkswagen/id-buzz-microbus,The ID.Buzz represents the modern revival of the beloved Microbus and will be one of the first electric vans on the market.,0.209130435
ID.8,Volkswagen,2023,https://www.caranddriver.com/volkswagen/id8,"If the ID.4 is too small for your family, VW's three-row ID.8 SUV will provide extra space as well as an all-electric powertrain with decent driving range.",0.209130435
Arteon,Volkswagen,2022,https://www.caranddriver.com/volkswagen/arteon,"The Volkswagen Arteon is undeniably beautiful, and its hatchback body is uniquely practical, but its benign driving demeanor and bland cabin are question marks. ",0.01
Atlas,Volkswagen,2022,https://www.caranddriver.com/volkswagen/atlas,"The three-row Volkswagen Atlas isn't flashy or fun to drive, but its abundance of interior space and above-average value help it compete with other mid-size SUVs. ",0.4525
Atlas Cross Sport,Volkswagen,2022,https://www.caranddriver.com/volkswagen/atlas-cross-sport,"Based on the boxy Atlas, the 2022 Volkswagen Atlas Cross Sport adopts a more rakish design but loses the third row of seats in the process. ",0
Golf GTI,Volkswagen,2022,https://www.caranddriver.com/volkswagen/golf-gti,VW has reinvented and reinvigorated the already exceptional Golf GTI for its eighth generation with evolutionary styling and upped its power levels. ,0.12
Golf R,Volkswagen,2022,https://www.caranddriver.com/volkswagen/golf-r,"The new Golf R returns as Volkswagen's ultimate hot hatch, now boasting 315 horsepower and other performance enhancements that have our full attention. ",0.085
Jetta,Volkswagen,2022,https://www.caranddriver.com/volkswagen/jetta,"The 2022 Volkswagen Jetta isn't the snazziest or most exciting compact car, but it's very refined for its class and enjoys a roomy cabin and a big trunk. ",0.01
Jetta GLI,Volkswagen,2022,https://www.caranddriver.com/volkswagen/jetta-gli,"There's no other sedan at this price point that's as practical, as refined, and—most importantly—as fun to drive as the Volkswagen Jetta GLI.",0.01
